Character	Dialog
FRIAR LAURENCE	Let not thy nurse lie with thee in thy chamber:
FRIAR LAURENCE	Take thou this vial, being then in bed,
FRIAR LAURENCE	And this distilled liquor drink thou off;
FRIAR LAURENCE	When presently through all thy veins shall run
FRIAR LAURENCE	A cold and drowsy humour, for no pulse
FRIAR LAURENCE	Shall keep his native progress, but surcease;
FRIAR LAURENCE	No warmth, no breath, shall testify thou liv'st;
FRIAR LAURENCE	The roses in thy lips and cheeks shall fade
FRIAR LAURENCE	To paly ashes; thy eyes' windows fall,
FRIAR LAURENCE	Like death, when he shuts up the day of life;
FRIAR LAURENCE	Each part, depriv'd of supple government,
FRIAR LAURENCE	Shall, stiff and stark and cold, appear like death;
FRIAR LAURENCE	And in this borrow'd likeness of shrunk death
FRIAR LAURENCE	Thou shalt continue two-and-forty hours,
FRIAR LAURENCE	And then awake as from a pleasant sleep.
FRIAR LAURENCE	Now, when the bridegroom in the morning comes
FRIAR LAURENCE	To rouse thee from thy bed, there art thou dead:
FRIAR LAURENCE	Then—as the manner of our country is—
FRIAR LAURENCE	In thy best robes uncover'd on the bier,
FRIAR LAURENCE	Thou shalt be borne to that same ancient vault
FRIAR LAURENCE	Where all the kindred of the Capulets lie.
FRIAR LAURENCE	In the mean time, against thou shalt awake,
FRIAR LAURENCE	Shall Romeo by my letters know our drift,
FRIAR LAURENCE	And hither shall he come; and he and I
FRIAR LAURENCE	Will watch thy waking, and that very night
FRIAR LAURENCE	Shall Romeo bear thee hence to Mantua.
FRIAR LAURENCE	And this shall free thee from this present shame;
FRIAR LAURENCE	If no unconstant toy, nor womanish fear,
FRIAR LAURENCE	Abate thy valour in the acting it.
FRIAR LAURENCE	Hold; get you gone, be strong and prosperous
FRIAR LAURENCE	In this resolve. I'll send a friar with speed
FRIAR LAURENCE	To Mantua, with my letters to thy lord.
FRIAR LAURENCE	Come, is the bride ready to go to church?
FRIAR LAURENCE	Peace, ho! for shame! confusion's cure lives not
FRIAR LAURENCE	In these confusions. Heaven and yourself
FRIAR LAURENCE	Had part in this fair maid; now heaven hath all,
FRIAR LAURENCE	And all the better is it for the maid:
FRIAR LAURENCE	Your part in her you could not keep from death,
FRIAR LAURENCE	But heaven keeps his part in eternal life.
FRIAR LAURENCE	The most you sought was her promotion,
FRIAR LAURENCE	For 'twas your heaven she should be advanc'd;
FRIAR LAURENCE	And weep ye now, seeing she is advanc'd
FRIAR LAURENCE	Above the clouds, as high as heaven itself?
FRIAR LAURENCE	O! in this love, you love your child so ill,
FRIAR LAURENCE	That you run mad, seeing that she is well:
FRIAR LAURENCE	She's not well married that lives married long;
FRIAR LAURENCE	But she's best married that dies married young.
FRIAR LAURENCE	Dry up your tears, and stick your rosemary
FRIAR LAURENCE	On this fair corse; and, as the custom is,
FRIAR LAURENCE	In all her best array bear her to church;
FRIAR LAURENCE	For though fond nature bids us all lament,
FRIAR LAURENCE	Yet nature's tears are reason's merriment.
FRIAR LAURENCE	Sir, go you in; and, madam, go with him;
FRIAR LAURENCE	And go, Sir Paris; every one prepare
FRIAR LAURENCE	To follow this fair corse unto her grave.
FRIAR LAURENCE	The heavens do lower upon you for some ill;
FRIAR LAURENCE	Move them no more by crossing their high will.
FRIAR LAURENCE	This same should be the voice of Friar John.
FRIAR LAURENCE	Welcome from Mantua: what says Romeo?
FRIAR LAURENCE	Or, if his mind be writ, give me his letter.
FRIAR LAURENCE	Who bare my letter then to Romeo?
FRIAR LAURENCE	Unhappy fortune! by my brotherhood,
FRIAR LAURENCE	The letter was not nice, but full of charge
FRIAR LAURENCE	Of dear import; and the neglecting it
FRIAR LAURENCE	May do much danger. Friar John, go hence;
FRIAR LAURENCE	Get me an iron crow, and bring it straight
FRIAR LAURENCE	Unto my cell.
FRIAR LAURENCE	Now must I to the monument alone;
FRIAR LAURENCE	Within these three hours will fair Juliet wake:
FRIAR LAURENCE	She will beshrew me much that Romeo
FRIAR LAURENCE	Hath had no notice of these accidents;
FRIAR LAURENCE	But I will write again to Mantus,
FRIAR LAURENCE	And keep her at my cell till Romeo come:
FRIAR LAURENCE	Poor living corse, clos'd in a dead man's tomb!
FRIAR LAURENCE	Saint Francis be my speed! how oft to-night
FRIAR LAURENCE	Have my old feet stumbled at graves! Who's there?
FRIAR LAURENCE	Bliss be upon you! Tell me, good my friend,
FRIAR LAURENCE	What torch is yond, that vainly lends his light
FRIAR LAURENCE	To grubs and eyeless skulls? as I discern,
FRIAR LAURENCE	It burneth in the Capel's monument.
FRIAR LAURENCE	Who is it?
FRIAR LAURENCE	How long hath he been there?
FRIAR LAURENCE	Go with me to the vault.
FRIAR LAURENCE	Stay then, I'll go alone. Fear comes upon me;
FRIAR LAURENCE	O! much I fear some ill unlucky thing.
FRIAR LAURENCE	Romeo!
FRIAR LAURENCE	Alack, alack! what blood is this which stains
FRIAR LAURENCE	The stony entrance of this sepulchre?
FRIAR LAURENCE	What mean these masterless and gory swords
FRIAR LAURENCE	To lie discolour'd by this place of peace?
FRIAR LAURENCE	Romeo! O, pale! Who else? what! Paris too?
FRIAR LAURENCE	And steep'd in blood? Ah! what an unkind hour
FRIAR LAURENCE	Is guilty of this lamentable chance.
FRIAR LAURENCE	The lady stirs.
FRIAR LAURENCE	I hear some noise. Lady, come from that nest
FRIAR LAURENCE	Of death, contagion, and unnatural sleep:
FRIAR LAURENCE	A greater power than we can contradict
FRIAR LAURENCE	Hath thwarted our intents: come, come away.
FRIAR LAURENCE	Thy husband in thy bosom there lies dead;
FRIAR LAURENCE	And Paris too: come, I'll dispose of thee
FRIAR LAURENCE	Among a sisterhood of holy nuns.
FRIAR LAURENCE	Stay not to question, for the watch is coming;
FRIAR LAURENCE	Come, go, good Juliet.—
FRIAR LAURENCE	I dare no longer stay.
FRIAR LAURENCE	I am the greatest, able to do least,
FRIAR LAURENCE	Yet most suspected, as the time and place
FRIAR LAURENCE	Doth make against me, of this direful murder;
FRIAR LAURENCE	And here I stand, both to impeach and purge
FRIAR LAURENCE	Myself condemned and myself excus'd.
FRIAR LAURENCE	I will be brief, for my short date of breath
FRIAR LAURENCE	Is not so long as is a tedious tale.
FRIAR LAURENCE	Romeo, there dead, was husband to that Juliet;
FRIAR LAURENCE	And she, there dead, that Romeo's faithful wife:
FRIAR LAURENCE	I married them; and their stolen marriage-day
FRIAR LAURENCE	Was Tybalt's doomsday, whose untimely death
FRIAR LAURENCE	Banish'd the new-made bridegroom from this city;
FRIAR LAURENCE	For whom, and not for Tybalt, Juliet pin'd.
FRIAR LAURENCE	You, to remove that siege of grief from her,
FRIAR LAURENCE	Betroth'd, and would have married her perforce,
FRIAR LAURENCE	To County Paris: then comes she to me,
FRIAR LAURENCE	And, with wild looks bid me devise some mean
FRIAR LAURENCE	To rid her from this second marriage,
FRIAR LAURENCE	Or in my cell there would she kill herself.
FRIAR LAURENCE	Then gave I her,—so tutor'd by my art,—
FRIAR LAURENCE	A sleeping potion; which so took effect
FRIAR LAURENCE	As I intended, for it wrought on her
FRIAR LAURENCE	The form of death: meantime I writ to Romeo
FRIAR LAURENCE	That he should hither come as this dire night,
FRIAR LAURENCE	To help to take her from her borrow'd grave,
FRIAR LAURENCE	Being the time the potion's force should cease.
FRIAR LAURENCE	But he which bore my letter, Friar John,
FRIAR LAURENCE	Was stay'd by accident, and yesternight
FRIAR LAURENCE	Return'd my letter back. Then, all alone,
FRIAR LAURENCE	At the prefixed hour of her waking,
FRIAR LAURENCE	Came I to take her from her kindred's vault,
FRIAR LAURENCE	Meaning to keep her closely at my cell,
FRIAR LAURENCE	Till I conveniently could send to Romeo:
FRIAR LAURENCE	But, when I came,—some minute ere the time
FRIAR LAURENCE	Of her awakening,—here untimely lay
FRIAR LAURENCE	The noble Paris and true Romeo dead.
FRIAR LAURENCE	She wakes; and I entreated her come forth,
FRIAR LAURENCE	And bear this work of heaven with patience;
FRIAR LAURENCE	But then a noise did scare me from the tomb,
FRIAR LAURENCE	And she, too desperate, would not go with me,
FRIAR LAURENCE	But, as it seems, did violence on herself.
FRIAR LAURENCE	All this I know; and to the marriage
FRIAR LAURENCE	Her nurse is privy: and, if aught in this
FRIAR LAURENCE	Miscarried by my fault, let my old life
FRIAR LAURENCE	Be sacrific'd, some hour before his time,
FRIAR LAURENCE	Unto the rigour of severest law.
HAMLET	A little more than kin, and less than kind.
HAMLET	Not so, my lord; I am too much i' the sun.
HAMLET	Ay, madam, it is common.
HAMLET	Seems, madam! Nay, it is; I know not 'seems.'
HAMLET	'Tis not alone my inky cloak, good mother,
HAMLET	Nor customary suits of solemn black,
HAMLET	Nor windy suspiration of forc'd breath,
HAMLET	No, nor the fruitful river in the eye,
HAMLET	Nor the dejected haviour of the visage,
HAMLET	Together with all forms, modes, shows of grief,
HAMLET	That can denote me truly; these indeed seem,
HAMLET	For they are actions that a man might play:
HAMLET	But I have that within which passeth show;
HAMLET	These but the trappings and the suits of woe.
HAMLET	I shall in all my best obey you, madam.
HAMLET	O! that this too too solid flesh would melt,
HAMLET	Thaw and resolve itself into a dew;
HAMLET	Or that the Everlasting had not fix'd
HAMLET	His canon 'gainst self-slaughter! O God! O God!
HAMLET	How weary, stale, flat, and unprofitable
HAMLET	Seem to me all the uses of this world.
HAMLET	Fie on 't! O fie! 'tis an unweeded garden,
HAMLET	That grows to seed; things rank and gross in nature
HAMLET	Possess it merely. That it should come to this!
HAMLET	But two months dead: nay, not so much, not two:
HAMLET	So excellent a king; that was, to this,
HAMLET	Hyperion to a satyr; so loving to my mother
HAMLET	That he might not beteem the winds of heaven
HAMLET	Visit her face too roughly. Heaven and earth!
HAMLET	Must I remember? why, she would hang on him,
HAMLET	As if increase of appetite had grown
HAMLET	By what it fed on; and yet, within a month,
HAMLET	Let me not think on't: Frailty, thy name is woman!
HAMLET	A little month; or ere those shoes were old
HAMLET	With which she follow'd my poor father's body,
HAMLET	Like Niobe, all tears; why she, even she,—
HAMLET	O God! a beast, that wants discourse of reason,
HAMLET	Would have mourn'd longer,—married with mine uncle,
HAMLET	My father's brother, but no more like my father
HAMLET	Than I to Hercules: within a month,
HAMLET	Ere yet the salt of most unrighteous tears
HAMLET	Had left the flushing in her galled eyes,
HAMLET	She married. O! most wicked speed, to post
HAMLET	With such dexterity to incestuous sheets.
HAMLET	It is not nor it cannot come to good;
HAMLET	But break, my heart, for I must hold my tongue!
HAMLET	I am glad to see you well:
HAMLET	Horatio, or I do forget myself.
HAMLET	Sir, my good friend; I'll change that name with you.
HAMLET	And what make you from Wittenberg, Horatio?
HAMLET	Marcellus?
HAMLET	I am very glad to see you.
HAMLET	Good even, sir.
HAMLET	But what, in faith, make you from Wittenberg?
HAMLET	I would not hear your enemy say so,
HAMLET	Nor shall you do mine ear that violence,
HAMLET	To make it truster of your own report
HAMLET	Against yourself; I know you are no truant.
HAMLET	But what is your affair in Elsinore?
HAMLET	We'll teach you to drink deep ere you depart.
HAMLET	I pray thee, do not mock me, fellow-student;
HAMLET	I think it was to see my mother's wedding.
HAMLET	Thrift, thrift, Horatio! the funeral bak'd meats
HAMLET	Did coldly furnish forth the marriage tables.
HAMLET	Would I had met my dearest foe in heaven
HAMLET	Ere I had ever seen that day, Horatio!
HAMLET	My father, methinks I see my father.
HAMLET	In my mind's eye, Horatio.
HAMLET	He was a man, take him for all in all,
HAMLET	I shall not look upon his like again.
HAMLET	Saw who?
HAMLET	The king, my father!
HAMLET	For God's love, let me hear.
HAMLET	But where was this?
HAMLET	Did you not speak to it?
HAMLET	'Tis very strange.
HAMLET	Indeed, indeed, sirs, but this troubles me.
HAMLET	Hold you the watch to-night?
HAMLET	Arm'd, say you?
HAMLET	From top to toe?
HAMLET	Then saw you not his face?
HAMLET	What! look'd he frowningly?
HAMLET	Pale or red?
HAMLET	And fix'd his eyes upon you?
HAMLET	I would I had been there.
HAMLET	Very like, very like. Stay'd it long?
HAMLET	His beard was grizzled, no?
HAMLET	I will watch to-night;
HAMLET	Perchance 'twill walk again.
HAMLET	If it assume my noble father's person,
HAMLET	I'll speak to it, though hell itself should gape
HAMLET	And bid me hold my peace. I pray you all,
HAMLET	If you have hitherto conceal'd this sight,
HAMLET	Let it be tenable in your silence still;
HAMLET	And whatsoever else shall hap to-night,
HAMLET	Give it an understanding, but no tongue:
HAMLET	I will requite your loves. So, fare you well.
HAMLET	Upon the platform, 'twixt eleven and twelve,
HAMLET	I'll visit you.
HAMLET	Your loves, as mine to you. Farewell.
HAMLET	My father's spirit in arms! all is not well;
HAMLET	I doubt some foul play: would the night were come!
HAMLET	Till then sit still, my soul: foul deeds will rise,
HAMLET	Though all the earth o'erwhelm them, to men's eyes.
HAMLET	The air bites shrewdly; it is very cold.
HAMLET	What hour now?
HAMLET	The king doth wake to-night and takes his rouse,
HAMLET	Keeps wassail, and the swaggering up-spring reels;
HAMLET	And, as he drains his draughts of Rhenish down,
HAMLET	The kettle-drum and trumpet thus bray out
HAMLET	The triumph of his pledge.
HAMLET	Ay, marry, is 't:
HAMLET	But to my mind,—though I am native here
HAMLET	And to the manner born,—it is a custom
HAMLET	More honour'd in the breach than the observance.
HAMLET	This heavy-headed revel east and west
HAMLET	Makes us traduc'd and tax'd of other nations;
HAMLET	They clepe us drunkards, and with swinish phrase
HAMLET	Soil our addition; and indeed it takes
HAMLET	From our achievements, though perform'd at height,
HAMLET	The pith and marrow of our attribute.
HAMLET	So, oft it chances in particular men,
HAMLET	That for some vicious mole of nature in them,
HAMLET	As, in their birth,—wherein they are not guilty,
HAMLET	Since nature cannot choose his origin,—
HAMLET	By the o'ergrowth of some complexion,
HAMLET	Oft breaking down the pales and forts of reason,
HAMLET	Or by some habit that too much o'er-leavens
HAMLET	The form of plausive manners; that these men,
HAMLET	Carrying, I say, the stamp of one defect,
HAMLET	Being nature's livery, or fortune's star,
HAMLET	Their virtues else, be they as pure as grace,
HAMLET	As infinite as man may undergo,
HAMLET	Shall in the general censure take corruption
HAMLET	From that particular fault: the dram of eale
HAMLET	Doth all the noble substance of a doubt,
HAMLET	To his own scandal.
HAMLET	Angels and ministers of grace defend us!
HAMLET	Be thou a spirit of health or goblin damn'd,
HAMLET	Bring with thee airs from heaven or blasts from hell,
HAMLET	Be thy intents wicked or charitable,
